pdb,description,method,datapath,github,protein,virus,hasRerefinement,Molprobity_score
6acd,Trypsin-cleaved and low pH-treated SARS-CoV spike glycoprotein with one RBD in up conformation. Part of a series of studies on the conformational landscape of spike in complex with ACE2 ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6acd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6acd,surface_glycoprotein,SARS-CoV,0,0.0
6crv,"SARS Spike Glycoprotein, Stabilized variant, C3 symmetry",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6crv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6crv,surface_glycoprotein,SARS-CoV,0,0.0
6crw,"SARS Spike Glycoprotein, Stabilized variant, single upwards S1 CTD conformation",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6crw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6crw,surface_glycoprotein,SARS-CoV,0,0.0
6crx,"SARS Spike Glycoprotein, Stabilized variant, two S1 CTDs in the upwards conformation. This study reveal that stabilized spikes resist conformational changes induced by receptor.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6crx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6crx,surface_glycoprotein,SARS-CoV,0,1.0
6crz,"SARS Spike Glycoprotein, Trypsin-cleaved, Stabilized variant, C3 symmetry. This study reveal that stabilized spikes resist conformational changes induced by receptor.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6crz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6crz,surface_glycoprotein,SARS-CoV,0,0.0
6cs0,"SARS Spike Glycoprotein, Trypsin-cleaved, Stabilized variant, one S1 CTD in an upwards conformation. This study reveal that stabilized spikes resist conformational changes induced by receptor.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6cs0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6cs0,surface_glycoprotein,SARS-CoV,0,0.0
6cs1,"SARS Spike Glycoprotein, Trypsin-cleaved, Stabilized variant, two S1 CTDs in an upwards conformation. This study reveal that stabilized spikes resist conformational changes induced by receptor.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6cs1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6cs1,surface_glycoprotein,SARS-CoV,0,0.0
6nb6,SARS-CoV complex with human neutralizing S230 antibody Fab fragment (state 1). This study reveal that stabilized spikes resist conformational changes induced by receptor.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6nb6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6nb6,surface_glycoprotein,SARS-CoV,0,4.0
6nb7,SARS-CoV complex with human neutralizing S230 antibody Fab fragment (state 2). This study reveal that stabilized spikes resist conformational changes induced by receptor.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV/6nb7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6nb7,surface_glycoprotein,SARS-CoV,0,1.0
6vsb,The EM sturcture of spike glycoprotein shows a single receptor-binding domain up,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6vsb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6vsb,surface_glycoprotein,SARS-CoV-2,0,0.0
6vsj,Cryo-electron microscopy structure of mouse coronavirus spike protein complexed with its murine receptor,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6vsj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6vsj,surface_glycoprotein,SARS-CoV-2,0,0.0
6vxx,"EM structure of the SARS-CoV-2 spike glycoprotein in its closed state. As other entries of the closed spike, this presents all the three RBD in the down position.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6vxx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6vxx,surface_glycoprotein,SARS-CoV-2,1,0.0
6vyb,SARS-CoV-2 spike in the open conformation. One of the RBDs is open. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6vyb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6vyb,surface_glycoprotein,SARS-CoV-2,1,1.0
6wps,Structure of the SARS-CoV-2 spike glycoprotein in complex with the S309 neutralizing antibody Fab fragment. The fragment binds the external surface of the RBD near Val80. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6wps,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6wps,surface_glycoprotein,SARS-CoV-2,0,0.0
6wpt,Structure of the SARS-CoV-2 spike glycoprotein in complex with the S309 neutralizing antibody Fab fragment (open state). The fragment binds the external surface of the RBD near Val80. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6wpt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6wpt,surface_glycoprotein,SARS-CoV-2,0,0.0
6x29,Em structure of a spike glycoprotein mutant forced into its closed state.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6x29,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6x29,surface_glycoprotein,SARS-CoV-2,0,0.0
6x2a,Em structure of a spike glycoprotein mutant forced into its open state. 1 RBD open.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6x2a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6x2a,surface_glycoprotein,SARS-CoV-2,0,0.0
6x2b,Em structure of a spike glycoprotein mutant forced into its open state. 2 RBD open.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6x2b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6x2b,surface_glycoprotein,SARS-CoV-2,0,0.0
6x2c,Em structure of a spike glycoprotein mutant in its closed state.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6x2c,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6x2c,surface_glycoprotein,SARS-CoV-2,0,0.0
6x6p,Cryo-EM structure of SARS-CoV-2 spike glycoprotein recombinant version of S protein termed OptSpike 1 used for a characterization. Homo trimer with 3 chains.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6x6p,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6x6p,surface_glycoprotein,SARS-CoV-2,0,0.0
6x79,"EM structure of a prefusion SARS-CoV-2 ectodomain trimer stabilize in the closed conformation. Homo trimer with three chains. Prefusion spike covalently stabilized by a disulfide bond in the closed conformation, good strategy to stabilize ?-coronaviruses. ",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6x79,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6x79,surface_glycoprotein,SARS-CoV-2,0,0.0
6xcm,EM Structure of a spike glycoprotein in a complex with two antibodies of C105 fabs (one heavy and one light chain in state 1). Non-polymer only heptamer with 7 chains. The crystallographic structure of C105 Fab has been deposited (PDB 6cxa). The state 2 of the same molecules is deposited as 6xcn.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xcm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xcm,surface_glycoprotein,SARS-CoV-2,0,15.37
6xcn,"EM structure of the SARS-CoV-2 spike glycoprotein in complex with the neutralizing antibody C105 fab fragment, symmetric trimer with three RBDs in up conformation. Non polymer only nonamer, spike protein with three chains, antibody with a heavy and a light chain with three chains each. There are two states of C105 this one is state 2 state 1 is in the structure 6xcm. ",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xcn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xcn,surface_glycoprotein,SARS-CoV-2,0,14.77
6xdg,Cryo-EM Structure of SARS-CoV-2 spike glycoprotein receptor binding domain in complex with the antibody fab fragments of REGN 10933 (one heavy and one light chain) and REGN 10987 (also one heavy and one light chain). Non-polymer only pentamer with 5 chains. The structure shows that the antibodies can synchronously bind to distinct regions of the RBD. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xdg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xdg,surface_glycoprotein,SARS-CoV-2,0,18.92
6xey,"Cryo EM structure of SARS-CoV-2 spike glycoprotein bound to the antibody fab 2-4. Non polymer only nonamer, spike protein with three chains and antibody three chains on the heavy and the light chain each. Fab 2-4 binds the spike protein near the apex, with all RBDs in the down orientation.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xey,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xey,surface_glycoprotein,SARS-CoV-2,0,1.0
6xf5,Cryo-EM structure of a biotinylated SARS-CoV-2 spike probe in the prefusion state with RBDs down. Homo trimer with three chains. Biotin labeled probes comprising specific regions of the SARS-CoV-2 spike are helpful in the isolation and characterization of antibodies. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xf5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xf5,surface_glycoprotein,SARS-CoV-2,0,1.0
6xf6,Cryo EM structure of a biotinylated SARS-CoV-2 spike probe in a prefusion state with one RBD up. Homo trimer with three chains. Biotin labeled probes comprising specific regions of the SARS-CoV-2 spike are helpful in the isolation and characterization of antibodies. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xf6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xf6,surface_glycoprotein,SARS-CoV-2,0,0.0
6xkl,EM structure of SARS-CoV-2 S variant HexaPro with one RBD up. Homo trimer with three chains. HexaPro retains the prefusion conformation and withstands heating and freezing. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xkl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xkl,surface_glycoprotein,SARS-CoV-2,0,0.0
6xlu,"EM structure of SARS-CoV-2 spike protein at pH 4.0. Homo trimer with three chains. Related structure to 6xm0, 6xm3, 6xm4 and 6xm5. Structures where used to test a pH dependent mechanism of conformational masking. ",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xlu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xlu,surface_glycoprotein,SARS-CoV-2,0,0.0
6xm0,"EM structure of SARS-CoV-2 spike protein at pH 5.5 used as a consensus sequence. Homo trimer with three chains. Related to the structures, 6xm3, 6xm4 and 6xm5. This structures tested a pH dependent mechanism of conformational masking. ",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xm0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xm0,surface_glycoprotein,SARS-CoV-2,0,1.0
6xm3,EM structure of a SARS-CoV-2 spike protein at pH 5.5 with a single RBD up in conformation 1. Homo trimer with three chains. Spikes maybe evade potential neutralizing antibodies through a pH dependent mechanism of conformational masking. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xm3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xm3,surface_glycoprotein,SARS-CoV-2,0,3.0
6xm4,EM structure of a SARS-CoV-2 spike protein at pH 5.5 with a single RBD up in conformation 2. Homo trimer with three chains. Spikes maybe evade potential neutralizing antibodies through a pH dependent mechanism of conformational masking. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xm4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xm4,surface_glycoprotein,SARS-CoV-2,0,0.0
6xm5,EM structure of a SARS-CoV-2 spike protein at pH 5.5 with all RBDs down. Homo trimer with three chains. Spikes maybe evade potential neutralizing antibodies through a pH dependent mechanism of conformational masking. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xm5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xm5,surface_glycoprotein,SARS-CoV-2,0,0.0
6xr8,"Cryo-EM structure of a SARS-CoV-2 trimeric spike glycoprotein in its prefusion conformation. Three receptor-binding domains are clamped down by a segment adjacent to the fusion peptide. The S1 fragment domains, NTD, RBD, CTD1 and CTD2 are wrapped around the three-fold axis, covering the S2 fragment underneath. The furin cleavage site at the S1/S2 boundary is in a surface-exposed and disordered loop.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xr8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xr8,surface_glycoprotein,SARS-CoV-2,0,1.0
6xra,"EM structure of the S2 trimer in the postfusion conformation. Homo trimer with three chains. The S1/S2-2' fragment is an integral part of the postfusion structure. Five glycans are positioned along the axis, if these glycosylation sites are fully occupied by branched sugars they max shield most surfaces.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xra,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xra,surface_glycoprotein,SARS-CoV-2,1,18.0
6xs6,EM structure of SARS-CoV-2 spike protein with the D614G mutation and without the RBD. Homo trimer with three chains. The S2 subunit of D614G overlapped with the published structures of D614 and a deviation with the S1 subunit. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6xs6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6xs6,surface_glycoprotein,SARS-CoV-2,0,0.0
6yor,Crystallographic structure of the SARS-CoV-2 RBD S1 subunit in complex with the antibody CR3022 Fab,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6yor,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6yor,surface_glycoprotein,SARS-CoV-2,0,0.0
6z43,Cryo-EM structure of SARS-CoV-2 spike glycoprotein in complex with the H11-D4 nanobody. Non-polymer only hexamer with 6 chains. The H11-D4 nanobody shows neutralising activity for the SARS-CoV-2 virus. Another relevant structure is 6yz5 which is the H11-D4 nanobody in complex with the SARS-CoV-2 receptor binding domain. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6z43,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6z43,surface_glycoprotein,SARS-CoV-2,0,0.0
6z97,EM structure of the prefusion SARS-CoV-2 spike glycoprotein. Homo trimer with 3 chains. It is suspected that the destruction of the prefusion spike will lead to the neutralization of the SARS-CoV-2 Virus. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6z97,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6z97,surface_glycoprotein,SARS-CoV-2,0,4.94
6zb4,A SARS-CoV-2 spike protein in closed conformation with a C1 symmetry. A homo trimer with three chains. The precence of linoleic acid in all three binding pockets of the S trimer was confirmed for this structure. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6zb4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6zb4,surface_glycoprotein,SARS-CoV-2,0,0.0
6zb5,A SARS-CoV-2 spike protein in closed conformation with a C3 symmetry. Homo trimer with three chains. The model revealed additional density in the RBDs. ,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6zb5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6zb5,surface_glycoprotein,SARS-CoV-2,0,1.0
6zdg,"EM structure of the dimeric and trimeric complexes of the largely structurally disordered spike ectodomain bound with the antibody EY6A. Non polymer only nonamer, spike with three chains and antibody with a heavy and a light chain with three chains each. The EY6A antibody mimics S2 binding ot the RBD and spikes lose structural integrity. ",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/6zdg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6zdg,surface_glycoprotein,SARS-CoV-2,0,0.0
